age;job;marital;education;default;balance;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;deposit
41;admin.;single;basic.6y;no;0;unknown;unknown;telephone;may;wed;92;1;-1;0;nonexistent;no
46;blue-collar;married;basic.6y;unknown;-617;yes;no;telephone;may;wed;196;2;-1;0;nonexistent;no
32;entrepreneur;divorced;university.degree;no;1429;no;no;telephone;may;wed;96;1;198;0;nonexistent;no
48;blue-collar;married;high.school;no;4189;no;no;telephone;may;wed;144;1;-1;0;nonexistent;no
34;entrepreneur;married;basic.4y;no;580;yes;no;telephone;may;wed;474;1;-1;0;nonexistent;no
35;admin.;single;university.degree;no;2615;no;no;telephone;may;wed;559;1;-1;0;nonexistent;no
55;blue-collar;married;basic.4y;no;587;yes;yes;telephone;may;wed;1101;1;-1;0;nonexistent;no
45;entrepreneur;single;university.degree;no;149;unknown;unknown;telephone;may;wed;229;3;182;0;nonexistent;no
48;management;divorced;university.degree;no;3;no;no;telephone;may;wed;236;2;-1;0;nonexistent;no
34;blue-collar;married;basic.6y;no;807;yes;no;telephone;may;wed;164;1;-1;0;nonexistent;no
46;admin.;divorced;university.degree;unknown;3354;no;no;telephone;may;wed;93;1;174;0;nonexistent;no
34;blue-collar;married;basic.6y;no;1249;yes;no;telephone;may;wed;123;1;-1;0;nonexistent;no
51;unemployed;married;professional.course;unknown;190;no;no;telephone;may;wed;912;2;175;0;nonexistent;no
37;admin.;married;university.degree;no;550;no;no;telephone;may;wed;209;2;-1;0;nonexistent;no
54;housemaid;divorced;basic.4y;no;12737;no;no;telephone;may;wed;485;1;-1;0;nonexistent;no
45;services;married;high.school;unknown;0;yes;no;telephone;may;wed;206;2;-1;0;nonexistent;no
39;services;single;high.school;no;1207;unknown;unknown;telephone;may;wed;239;2;-1;0;nonexistent;no
39;blue-collar;married;basic.9y;no;347;no;no;telephone;may;wed;311;1;-1;0;nonexistent;no
39;technician;single;basic.6y;unknown;3713;no;no;telephone;may;wed;362;1;-1;0;nonexistent;no
39;services;married;basic.9y;no;3352;no;no;telephone;may;wed;274;1;27;0;nonexistent;no
32;entrepreneur;married;basic.6y;no;254;yes;no;telephone;may;wed;163;1;-1;0;nonexistent;no
41;services;single;high.school;no;4654;yes;yes;telephone;may;wed;345;1;128;0;nonexistent;no
59;housemaid;married;basic.6y;no;-386;yes;no;telephone;may;wed;329;1;-1;0;nonexistent;no
57;technician;married;basic.9y;no;3043;yes;no;telephone;may;wed;68;1;-1;0;nonexistent;no
30;services;married;unknown;no;1547;no;no;telephone;may;wed;143;3;-1;0;nonexistent;no
34;entrepreneur;married;basic.4y;no;945;no;no;telephone;may;wed;214;2;-1;0;nonexistent;no
34;technician;married;high.school;no;6402;no;no;telephone;may;wed;1062;1;-1;0;nonexistent;no
38;blue-collar;divorced;unknown;no;1295;no;no;telephone;may;wed;258;3;-1;0;nonexistent;no
31;blue-collar;married;basic.6y;no;6993;yes;no;telephone;may;wed;253;2;-1;0;nonexistent;no
47;admin.;married;university.degree;no;4420;unknown;unknown;telephone;may;wed;106;1;-1;0;nonexistent;no
57;self-employed;single;high.school;unknown;141;no;no;telephone;may;wed;688;2;-1;0;nonexistent;no
44;blue-collar;married;basic.9y;unknown;11462;no;no;telephone;may;wed;103;3;-1;0;nonexistent;no
45;services;married;high.school;unknown;6843;yes;no;telephone;may;wed;349;2;100;0;nonexistent;no
36;unemployed;married;basic.4y;no;501;yes;no;telephone;may;wed;170;1;177;0;nonexistent;no
44;services;married;high.school;no;5806;yes;no;telephone;may;wed;78;5;-1;0;nonexistent;no
51;management;married;university.degree;no;20138;no;no;telephone;may;wed;194;1;-1;0;nonexistent;no
28;admin.;single;university.degree;no;1315;no;no;telephone;may;wed;126;1;-1;0;nonexistent;no
50;technician;married;high.school;no;0;no;no;telephone;may;wed;224;5;167;0;nonexistent;no
51;entrepreneur;married;university.degree;no;7;no;no;telephone;may;wed;98;1;-1;0;nonexistent;no
38;blue-collar;single;basic.9y;no;3929;no;no;telephone;may;wed;252;5;-1;0;nonexistent;no
44;blue-collar;married;basic.4y;no;7;yes;no;telephone;may;wed;607;1;-1;0;nonexistent;no
35;admin.;single;basic.4y;unknown;699;no;no;telephone;may;wed;331;1;122;0;nonexistent;no
35;admin.;single;basic.4y;unknown;421;yes;no;telephone;may;wed;398;1;-1;0;nonexistent;no
32;admin.;single;high.school;no;4333;no;no;telephone;may;wed;103;2;-1;0;nonexistent;no
48;blue-collar;married;basic.9y;no;300;yes;no;telephone;may;wed;241;2;-1;0;nonexistent;no
35;admin.;single;basic.4y;unknown;7773;no;no;telephone;may;wed;803;1;-1;0;nonexistent;no
44;technician;married;professional.course;unknown;1794;no;no;telephone;may;wed;203;1;-1;0;nonexistent;no
43;technician;married;professional.course;no;2032;no;no;telephone;may;wed;96;3;-1;0;nonexistent;no
40;management;married;high.school;no;3401;no;no;telephone;may;wed;238;3;-1;0;nonexistent;no
50;self-employed;married;basic.4y;unknown;1110;unknown;unknown;telephone;may;wed;153;3;183;0;nonexistent;no
44;technician;married;professional.course;unknown;3068;yes;no;telephone;may;wed;481;1;195;0;nonexistent;no
37;blue-collar;single;basic.9y;unknown;983;no;no;telephone;may;wed;119;3;133;0;nonexistent;no
32;services;divorced;high.school;no;2396;yes;no;telephone;may;wed;245;2;-1;0;nonexistent;no
58;admin.;married;high.school;no;6888;no;yes;telephone;may;wed;152;2;-1;0;nonexistent;no
49;technician;married;high.school;no;2087;yes;no;telephone;may;wed;418;2;-1;0;nonexistent;no
32;blue-collar;married;basic.4y;unknown;121;no;no;telephone;may;wed;421;2;-1;0;nonexistent;no
30;services;married;high.school;no;3469;no;yes;telephone;may;wed;198;2;-1;0;nonexistent;no
28;admin.;married;high.school;no;5461;yes;no;telephone;may;wed;175;1;-1;0;nonexistent;no
40;blue-collar;married;basic.4y;unknown;7119;unknown;unknown;telephone;may;wed;374;1;-1;0;nonexistent;no
44;management;married;university.degree;no;-35;no;no;telephone;may;wed;51;1;-1;0;nonexistent;no
30;services;married;professional.course;unknown;314;yes;no;telephone;may;wed;263;1;178;0;nonexistent;no
30;services;married;professional.course;unknown;18508;no;no;telephone;may;wed;257;1;-1;0;nonexistent;no
28;technician;single;professional.course;no;5639;yes;no;telephone;may;wed;229;2;-1;0;nonexistent;no
58;housemaid;married;basic.4y;no;2918;yes;no;telephone;may;wed;154;2;-1;0;nonexistent;no
45;blue-collar;single;high.school;unknown;12519;no;yes;telephone;may;wed;278;6;34;0;nonexistent;no
35;blue-collar;married;professional.course;no;4069;no;no;telephone;may;wed;306;5;-1;0;nonexistent;no
57;retired;divorced;high.school;no;4254;no;no;telephone;may;wed;114;2;-1;0;nonexistent;no
35;admin.;divorced;high.school;no;219;yes;no;telephone;may;wed;24;2;-1;0;nonexistent;no
41;technician;single;university.degree;unknown;0;no;no;telephone;may;wed;79;8;10;0;nonexistent;no
42;services;married;high.school;unknown;2263;no;no;telephone;may;wed;169;2;-1;0;nonexistent;no
42;blue-collar;married;basic.4y;unknown;2589;no;no;telephone;may;wed;332;2;-1;0;nonexistent;no
51;blue-collar;married;basic.4y;unknown;1982;yes;no;telephone;may;wed;263;6;-1;0;nonexistent;no
48;management;married;university.degree;no;7049;yes;no;telephone;may;wed;353;3;163;0;nonexistent;no
39;blue-collar;married;basic.6y;no;1968;no;no;telephone;may;wed;108;6;-1;0;nonexistent;no
47;retired;married;basic.4y;unknown;7195;unknown;unknown;telephone;may;wed;441;2;-1;0;nonexistent;no
34;technician;single;professional.course;no;4117;unknown;unknown;telephone;may;wed;46;3;-1;0;nonexistent;no
44;services;married;basic.6y;unknown;3950;no;no;telephone;may;wed;266;2;-1;0;nonexistent;no
52;housemaid;divorced;professional.course;no;495;yes;no;telephone;may;wed;222;4;-1;0;nonexistent;no
51;blue-collar;married;basic.4y;no;8629;yes;no;telephone;may;wed;1009;3;184;0;nonexistent;no
49;services;married;high.school;no;455;no;no;telephone;may;wed;105;2;-1;0;nonexistent;no
35;admin.;single;basic.4y;unknown;4536;yes;no;telephone;may;wed;381;2;-1;0;nonexistent;no
44;admin.;married;high.school;no;1777;no;no;telephone;may;wed;228;3;154;0;nonexistent;no
37;admin.;married;high.school;no;3527;yes;no;telephone;may;wed;128;2;-1;0;nonexistent;no
47;management;married;university.degree;no;372;no;no;telephone;may;wed;550;3;-1;0;nonexistent;no
43;management;married;professional.course;no;92;no;no;telephone;may;wed;764;3;-1;0;nonexistent;no
40;blue-collar;married;basic.9y;unknown;72;yes;no;telephone;may;wed;113;3;-1;0;nonexistent;no
32;management;divorced;basic.4y;unknown;1533;no;no;telephone;may;wed;396;4;-1;0;nonexistent;no
42;blue-collar;married;basic.4y;unknown;4148;unknown;unknown;telephone;may;wed;42;2;99;0;nonexistent;no
42;self-employed;married;university.degree;no;96;yes;no;telephone;may;wed;234;4;-1;0;nonexistent;no
39;technician;married;professional.course;no;2245;unknown;unknown;telephone;may;wed;50;2;-1;0;nonexistent;no
32;housemaid;married;basic.4y;no;834;no;no;telephone;may;wed;110;2;133;0;nonexistent;no
30;services;married;unknown;no;4119;yes;no;telephone;may;wed;274;4;-1;0;nonexistent;no
42;blue-collar;married;basic.4y;unknown;-525;yes;no;telephone;may;wed;191;4;-1;0;nonexistent;no
35;blue-collar;married;basic.6y;no;39;yes;yes;telephone;may;wed;305;3;-1;0;nonexistent;no
56;retired;married;basic.4y;no;0;no;no;telephone;may;wed;134;2;-1;0;nonexistent;no
40;blue-collar;married;basic.9y;unknown;2766;no;no;telephone;may;wed;112;4;-1;0;nonexistent;no
26;admin.;single;university.degree;no;3300;yes;no;telephone;may;wed;217;2;-1;0;nonexistent;no
57;management;divorced;university.degree;no;36;no;no;telephone;may;wed;283;3;-1;0;nonexistent;no
51;blue-collar;married;basic.4y;no;22520;no;no;telephone;may;wed;353;4;-1;0;nonexistent;no
31;technician;married;professional.course;no;7724;no;no;telephone;may;wed;212;2;-1;0;nonexistent;no
31;admin.;married;university.degree;no;111;no;no;telephone;may;wed;225;2;93;0;nonexistent;no
60;services;married;unknown;no;2640;no;no;telephone;may;wed;283;1;-1;0;nonexistent;no
29;admin.;single;university.degree;no;3436;yes;no;telephone;may;wed;1273;1;-1;0;nonexistent;no
44;entrepreneur;married;basic.4y;unknown;0;no;no;telephone;may;wed;1574;2;-1;0;nonexistent;yes
26;technician;single;basic.9y;no;3636;yes;no;telephone;may;wed;139;3;-1;0;nonexistent;no
54;blue-collar;married;basic.4y;no;3288;yes;no;telephone;may;wed;62;5;-1;0;nonexistent;no
34;blue-collar;single;high.school;unknown;2633;no;yes;telephone;may;wed;256;3;-1;0;nonexistent;no
29;admin.;single;high.school;no;580;yes;no;telephone;may;wed;245;2;-1;0;nonexistent;no
33;admin.;divorced;high.school;no;149;yes;no;telephone;may;wed;161;2;-1;0;nonexistent;no
35;blue-collar;single;high.school;no;4329;yes;no;telephone;may;wed;245;3;-1;0;nonexistent;no
42;management;married;basic.6y;no;1097;yes;yes;telephone;may;wed;89;3;-1;0;nonexistent;no
53;retired;married;basic.4y;unknown;1275;yes;no;telephone;may;wed;591;3;-1;0;nonexistent;no
51;technician;married;professional.course;no;1003;yes;no;telephone;may;wed;113;2;-1;0;nonexistent;no
59;retired;divorced;basic.4y;no;1004;yes;no;telephone;may;wed;517;3;-1;0;nonexistent;no
51;admin.;married;basic.6y;unknown;814;no;no;telephone;may;wed;193;3;-1;0;nonexistent;no
36;blue-collar;married;basic.9y;no;808;yes;no;telephone;may;wed;231;2;-1;0;nonexistent;no
47;technician;divorced;professional.course;unknown;859;no;no;telephone;may;wed;348;3;-1;0;nonexistent;no
51;admin.;married;university.degree;no;4465;no;no;telephone;may;wed;299;2;-1;0;nonexistent;no
42;admin.;married;university.degree;unknown;0;yes;no;telephone;may;wed;103;4;-1;0;nonexistent;no
40;technician;married;professional.course;no;622;yes;no;telephone;may;wed;253;8;-1;0;nonexistent;no
26;blue-collar;married;basic.9y;unknown;1709;no;no;telephone;may;wed;73;2;-1;0;nonexistent;no
45;technician;married;professional.course;no;394;yes;no;telephone;may;wed;164;5;-1;0;nonexistent;no
51;blue-collar;married;basic.4y;unknown;1125;yes;no;telephone;may;wed;244;7;-1;0;nonexistent;no
42;services;married;high.school;no;-462;no;no;telephone;may;wed;191;2;-1;0;nonexistent;no
31;technician;married;professional.course;no;550;yes;no;telephone;may;wed;157;6;-1;0;nonexistent;no
38;blue-collar;married;basic.4y;no;540;no;no;telephone;may;wed;548;2;-1;0;nonexistent;no
51;services;divorced;basic.6y;unknown;941;no;yes;telephone;may;wed;114;3;-1;0;nonexistent;no
39;entrepreneur;married;high.school;no;1361;yes;no;telephone;may;wed;126;5;-1;0;nonexistent;no
36;blue-collar;married;unknown;unknown;-452;yes;yes;telephone;may;wed;161;3;-1;0;nonexistent;no
60;services;married;unknown;no;518;yes;no;telephone;may;wed;333;1;-1;0;nonexistent;no
34;management;married;university.degree;no;-71;yes;no;telephone;may;wed;155;1;-1;0;nonexistent;no
41;blue-collar;married;basic.4y;no;3234;yes;no;telephone;may;wed;152;3;-1;0;nonexistent;no
34;management;married;university.degree;no;98;yes;yes;telephone;may;wed;145;1;-1;0;nonexistent;no
36;blue-collar;married;basic.9y;no;196;no;no;telephone;may;wed;66;3;-1;0;nonexistent;no
33;technician;married;professional.course;no;936;no;no;telephone;may;wed;123;2;-1;0;nonexistent;no
46;admin.;single;university.degree;no;300;unknown;unknown;telephone;may;wed;74;1;-1;0;nonexistent;no
44;blue-collar;married;basic.4y;no;217;yes;no;telephone;may;wed;248;3;-1;0;nonexistent;no
30;blue-collar;married;basic.6y;no;163;no;no;telephone;may;wed;275;2;2;0;nonexistent;no
34;management;married;university.degree;no;110;no;no;telephone;may;wed;984;1;-1;0;nonexistent;no
54;admin.;divorced;university.degree;no;1646;no;no;telephone;may;wed;1689;4;242;0;nonexistent;yes
58;self-employed;married;professional.course;no;2040;yes;no;telephone;may;wed;84;2;-1;0;nonexistent;no
29;services;married;high.school;no;-308;yes;yes;telephone;may;wed;27;3;-1;0;nonexistent;no
41;entrepreneur;married;university.degree;no;2325;no;no;telephone;may;wed;130;4;-1;0;nonexistent;no
53;blue-collar;married;basic.9y;unknown;86;yes;no;telephone;may;wed;489;2;-1;0;nonexistent;no
35;admin.;married;university.degree;no;1088;no;no;telephone;may;wed;41;3;-1;0;nonexistent;no
34;blue-collar;single;basic.9y;no;0;no;no;telephone;may;wed;159;3;272;0;nonexistent;no
36;blue-collar;single;unknown;no;0;yes;no;telephone;may;wed;276;4;-1;0;nonexistent;no
31;blue-collar;married;basic.9y;no;2103;no;no;telephone;may;wed;196;2;-1;0;nonexistent;no
59;retired;married;basic.4y;unknown;2;no;no;telephone;may;wed;81;2;-1;0;nonexistent;no
49;technician;married;professional.course;unknown;51;unknown;unknown;telephone;may;wed;865;2;-1;0;nonexistent;no
37;management;married;high.school;unknown;96;no;no;telephone;may;wed;149;1;-1;0;nonexistent;no
50;management;married;university.degree;no;1027;yes;no;telephone;may;wed;281;2;-1;0;nonexistent;no
34;services;married;high.school;no;1308;no;no;telephone;may;wed;122;5;-1;0;nonexistent;no
32;admin.;married;university.degree;unknown;840;no;no;telephone;may;wed;361;2;-1;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;5701;yes;no;telephone;may;wed;944;3;-1;0;nonexistent;no
39;management;married;university.degree;no;6016;yes;no;telephone;may;wed;319;3;-1;0;nonexistent;no
43;unknown;married;high.school;unknown;630;no;no;telephone;may;wed;35;3;-1;0;nonexistent;no
43;blue-collar;married;basic.4y;unknown;432;no;no;telephone;may;wed;143;2;-1;0;nonexistent;no
52;blue-collar;married;basic.9y;unknown;-247;no;no;telephone;may;wed;22;2;76;0;nonexistent;no
54;blue-collar;married;basic.9y;no;52;yes;no;telephone;may;wed;90;2;-1;0;nonexistent;no
54;blue-collar;married;basic.9y;no;623;yes;no;telephone;may;wed;505;2;-1;0;nonexistent;no
31;services;single;high.school;no;0;yes;no;telephone;may;wed;17;2;-1;0;nonexistent;no
35;blue-collar;married;basic.6y;no;100;no;no;telephone;may;wed;404;5;-1;0;nonexistent;no
28;admin.;married;high.school;no;4089;yes;no;telephone;may;wed;238;2;174;0;nonexistent;no
56;retired;married;basic.9y;no;1669;yes;yes;telephone;may;wed;71;4;-1;0;nonexistent;no
35;admin.;single;basic.4y;unknown;169;no;no;telephone;may;wed;309;2;-1;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;483;no;no;telephone;may;wed;408;3;-1;0;nonexistent;no
38;entrepreneur;married;basic.9y;no;250;no;no;telephone;may;wed;157;3;-1;0;nonexistent;no
42;technician;married;professional.course;no;0;yes;no;telephone;may;wed;280;3;-1;0;nonexistent;no
44;blue-collar;married;basic.4y;no;902;no;no;telephone;may;wed;374;2;-1;0;nonexistent;no
58;admin.;divorced;university.degree;no;2156;yes;no;telephone;may;wed;365;4;195;0;nonexistent;no
43;admin.;divorced;high.school;no;2360;yes;no;telephone;may;thu;177;3;160;0;nonexistent;no
37;technician;married;professional.course;no;201;yes;no;telephone;may;thu;238;3;-1;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;-92;no;no;telephone;may;thu;31;2;-1;0;nonexistent;no
59;retired;married;university.degree;no;514;no;no;telephone;may;thu;425;6;-1;0;nonexistent;no
50;blue-collar;married;basic.9y;unknown;-114;no;no;telephone;may;thu;77;2;-1;0;nonexistent;no
41;admin.;married;high.school;no;1331;yes;yes;telephone;may;thu;223;2;90;0;nonexistent;no
33;admin.;married;university.degree;no;732;yes;no;telephone;may;thu;239;2;-1;0;nonexistent;no
46;blue-collar;married;professional.course;no;1308;no;no;telephone;may;thu;116;2;-1;0;nonexistent;no
30;admin.;single;high.school;no;0;no;no;telephone;may;thu;308;3;196;0;nonexistent;no
28;services;single;high.school;no;-970;no;no;telephone;may;thu;137;2;-1;0;nonexistent;no
58;admin.;married;university.degree;no;1246;no;yes;telephone;may;thu;162;2;-1;0;nonexistent;no
43;blue-collar;married;basic.4y;no;73;no;no;telephone;may;thu;134;1;-1;0;nonexistent;no
39;self-employed;married;high.school;no;406;yes;no;telephone;may;thu;175;5;-1;0;nonexistent;no
25;services;married;professional.course;unknown;4391;no;no;telephone;may;thu;125;3;-1;0;nonexistent;no
39;admin.;single;unknown;no;168;no;no;telephone;may;thu;211;3;-1;0;nonexistent;no
42;retired;married;basic.9y;unknown;1441;yes;no;telephone;may;thu;180;1;-1;0;nonexistent;no
43;admin.;married;high.school;no;3881;yes;no;telephone;may;thu;67;1;-1;0;nonexistent;no
43;admin.;married;high.school;no;678;no;no;telephone;may;thu;196;1;246;0;nonexistent;no
33;admin.;single;university.degree;no;141;no;no;telephone;may;thu;342;1;238;0;nonexistent;no
52;unknown;married;basic.4y;no;-94;no;no;telephone;may;thu;156;1;203;0;nonexistent;no
42;services;married;professional.course;no;897;yes;no;telephone;may;thu;813;1;-1;0;nonexistent;yes
53;blue-collar;married;basic.4y;unknown;1214;no;no;telephone;may;thu;178;1;-1;0;nonexistent;no
41;housemaid;married;basic.6y;no;324;no;no;telephone;may;thu;142;1;-1;0;nonexistent;no
48;blue-collar;married;professional.course;no;2666;yes;no;telephone;may;thu;194;1;-1;0;nonexistent;no
40;admin.;single;high.school;no;10613;yes;no;telephone;may;thu;132;1;-1;0;nonexistent;no
